"Food Name" "Category Name" "Calcium" "Calories" "Carbs" "Cholesterol" "Copper" "Fats" "Fiber" "Folate" "Iron" "Magnesium" "Monounsaturated Fat" "Net carbs" "Omega-3 - DHA" "Omega-3 - DPA" "Omega-3 - EPA" "Phosphorus" "Polyunsaturated fat" "Potassium" "Protein" "Saturated Fat" "Selenium" "Sodium" "Trans Fat" "Vitamin A (IU)" "Vitamin A RAE" "Vitamin B1" "Vitamin B12" "Vitamin B2" "Vitamin B3" "Vitamin B5" "Vitamin B6" "Vitamin C" "Zinc" "Choline" "Fructose" "Histidine" "Isoleucine" "Leucine" "Lysine" "Manganese" "Methionine" "Phenylalanine" "Starch" "Sugar" "Threonine" "Tryptophan" "Valine" "Vitamin D" "Vitamin E" "Vitamin K" "Omega-3 - ALA" "Omega-6 - Eicosadienoic acid" "Omega-6 - Gamma-linoleic acid" "Omega-3 - Eicosatrienoic acid" "Omega-6 - Dihomo-gamma-linoleic acid" "Omega-6 - Linoleic acid" "Omega-6 - Arachidonic acid"
"Bread stuffing" "Baked Products" 0.097 386 76 0.001 0.00023999999999999 3.4 3.2 0.000168 0.0038 0.04 1.5 73 0 0 0 0.141 0.71 0.246 11 0.85 4.8e-05 1.405 NA 2 0 6e-04 2e-08 4e-04 0.0058 4e-04 0.00015 0 0.00093 0.015 NA 0.00025 4e-04 0.00077 0.00032 0.00058999999999999 0.00019 0.00055 NA 8.3 0.00033 0.00014 0.00046 0 0.00038 1.1e-06 NA NA NA NA NA NA NA
"Angel food cake" "Baked Products" 0.14 258 58 0 8e-05 0.8 1.5 3.5e-05 0.00052 0.012 0.07 56 NA NA NA 0.324 0.37 0.093 5.9 0.12 7.3e-06 0.749 NA 0 0 1e-04 6e-08 0.00049 0.00088 2e-04 3e-05 0 7e-05 NA NA 0.00013 0.00031 0.00047999999999999 0.00035999999999999 9e-05 0.00017999999999999 0.00033 NA NA 0.00025 8e-05 0.00035 NA NA NA NA NA NA NA NA NA NA
"Carrot cake" "Baked Products" 0.172 415 79 0 5e-05 9.8 NA 6.7e-05 0.0018 0.008 4 79 NA NA NA 0.247 3.7 0.169 5.1 1.5 1.5e-05 0.567 NA 1930 9.7e-05 0.00027 4e-08 0.00017 0.0022 0.00029 8e-05 0.0012 2e-04 NA NA 0.00011 0.00019 0.00034 0.00014 0.00053 8e-05 0.00023999999999999 NA NA 0.00015 6e-05 0.00020999999999999 NA NA NA NA NA NA NA NA NA NA
"Chocolate cake" "Baked Products" 0.06 371 53 0.058 0.00020999999999999 15 1.6 2.7e-05 0.0016 0.032 6 52 0.01 0 0 0.106 2.8 0.14 5.3 5.4 1.2e-05 0.315 NA 140 NA 0.00014 1.6e-07 0.00020999999999999 0.0011 3e-04 4e-05 2e-04 0.00069 0.128 NA 0.00011999999999999 0.00023999999999999 0.00041 0.00027 0.00028 0.00011999999999999 0.00027 NA NA 2e-04 7e-05 0.00028 NA NA NA NA NA NA NA NA NA NA
"White cake" "Baked Products" 0.09 356 63 0.001 7e-05 10 1 3.1e-05 0.0012 0.012 3.7 62 0 0 0 0.07 2.2 0.099 4.4 3.9 1.1e-05 0.284 NA 42 1.2e-05 0.00013 6e-08 0.00019 0.0011 0.00017 3e-05 1e-04 0.00033 0.006 NA 1e-04 2e-04 0.00034 2e-04 0.00028 0.00011 0.00023 NA 57 0.00016 5e-05 0.00023 2e-07 0.00011999999999999 4.1e-06 NA NA NA NA NA NA NA
"Coffeecake" "Baked Products" 0.059 339 44 0.085 5e-05 15 1 3.9e-05 0.00064 0.015 7.1 43 0.01 0 0 0.101 1.6 0.289 7 5.4 1.3e-05 0.339 NA 287 8.6e-05 0.00011 3.4e-07 0.00013 0.00068 4e-04 6e-05 1e-04 0.00058999999999999 NA NA 0.00019 0.00033 0.00057 4e-04 0.00017 0.00014 0.00035 NA NA 0.00026 8e-05 0.00035999999999999 NA NA NA NA NA NA NA NA NA NA
"Fruitcake" "Baked Products" 0.033 324 62 0.005 5e-05 9.1 3.7 2e-05 0.0021 0.016 4.2 58 0 0 0 0.052 3.3 0.153 2.9 1 2e-06 0.101 NA 22 7e-06 5e-05 1e-08 1e-04 0.00079 0.00023 5e-05 5e-04 0.00027 0.0089 NA 7e-05 0.00011999999999999 0.00020999999999999 0.00011999999999999 0.00022 6e-05 0.00014 NA 27 1e-04 4e-05 0.00014 0 9e-04 1.5e-06 NA NA NA NA NA NA NA
"Gingerbread" "Baked Products" 0.071 356 49 0.032 2e-04 16 NA 3.3e-05 0.0029 0.07 7.1 49 0 0 0 0.054 4.2 0.439 3.9 4.1 1.6e-05 0.327 NA 48 1.4e-05 0.00019 6e-08 0.00016 0.0017 0.00038 0.00019 1e-04 0.00039 NA NA 9e-05 0.00015 0.00028 0.00013 0.00068 8e-05 2e-04 NA NA 0.00011999999999999 5e-05 0.00017 NA NA NA NA NA NA NA NA NA NA
"Marble cake" "Baked Products" 0.076 416 80 0 0.00014 12 2.9 3.6e-05 0.0016 0.018 4.8 77 0 0 0 0.275 3.8 0.123 3.4 2.5 2.6e-06 0.519 NA 2 1e-06 0.00017999999999999 0 0.00013 0.0015 1e-04 3e-05 0 0.00035 0.0045 NA 7e-05 0.00013 0.00022 0.00013 0.00014 5e-05 0.00016 NA 36 0.00011 5e-05 0.00016 0 0.00085 2.8e-06 NA NA NA NA NA NA NA
"Pineapple cake" "Baked Products" 0.12 319 51 0.022 9e-05 12 0.8 2.6e-05 0.0015 0.013 5.2 50 0 0 0 0.082 3.3 0.112 3.5 2.9 9.4e-06 0.319 NA 253 6.2e-05 0.153 8e-08 0.00016 0.0012 2e-04 3e-05 0.0012 0.00031 NA NA 8e-05 0.00015 0.00026 0.00014 0.00035 7e-05 0.00017 NA NA 0.00011999999999999 4e-05 0.00017 NA NA NA NA NA NA NA NA NA NA
"Pound cake" "Baked Products" 0.047 353 54 0.066 4e-05 14 0.6 4.2e-05 0.0015 0.008 3 53 0.01 0.01 0 0.14 3.4 0.149 5 4.8 5e-06 0.377 0.19 241 7e-05 0.00017 3.6e-07 0.00025 0.0016 0.00049 4e-05 0 0.00043 0.066 0.33 0.00011999999999999 2e-04 4e-04 2e-04 0.00011 0.00011999999999999 0.00023999999999999 17 33 0.153 4e-05 0.00025 8e-07 0.00065 1.7e-06 0.37 0 0.02 0 0.01 2.9 NA
"Shortcake" "Baked Products" 0.205 346 49 0.003 8e-05 14 NA 5.3e-05 0.0025 0.016 6 49 0 0 0 0.143 3.6 0.106 6.1 3.8 1.7e-05 0.506 NA 72 1.8e-05 0.00031 7e-08 0.00027 0.0026 0.00025 3e-05 2e-04 0.00047999999999999 NA NA 0.00014 0.00023999999999999 0.00045 2e-04 0.00033 0.00011999999999999 3e-04 NA NA 0.00017999999999999 8e-05 0.00027 NA NA NA NA NA NA NA NA NA NA
"Yellow cake" "Baked Products" 0.032 379 55 0.016 0.00016 18 1.5 2.2e-05 0.002 0.02 7.2 54 0 0 0 0.138 4.7 0.187 3.2 5.8 5.9e-06 0.31 1.3 26 7e-06 4e-05 0 9e-05 8e-04 0.00017 0 0 0.00041999999999999 0.017 0.62 NA NA NA NA 0.00022 NA NA 8.6 39 NA NA NA 2e-07 0.0045 2.5e-05 0.47 0 0.03 0 0 4 NA
"Cheesecake" "Baked Products" 0.051 321 26 0.055 2e-05 23 0.4 1.8e-05 0.00063 0.011 8.6 25 0.01 0 0 0.093 1.6 0.09 5.5 9.9 5.2e-06 0.438 NA 547 0.000159 3e-05 1.7e-07 0.00019 2e-04 0.00057 5e-05 4e-04 0.00051 0.046 NA 0.00013 0.00028 0.00046 0.00037 0.00014 0.00014 0.00026 NA 22 0.00022 6e-05 0.00031 5e-07 0.00056 4.4e-06 NA NA NA NA NA NA NA
"Chocolate brownie" "Baked Products" 0.057 466 50 0.073 0.00039 29 NA 2.9e-05 0.0018 0.053 11 50 0.01 0 0 0.132 9.4 0.176 6.2 7.3 1.2e-05 0.343 NA 827 0.000176 0.00014 1.6e-07 0.00019 0.00098 0.00033 9e-05 3e-04 0.00096999999999999 NA NA 0.00014 0.00027 0.00045 0.00028 0.00058999999999999 0.00013 3e-04 NA NA 0.00023 8e-05 0.00032 NA NA NA NA NA NA NA NA NA NA
"Butter cookie" "Baked Products" 0.029 467 69 0.117 2e-04 19 0.8 7.6e-05 0.0022 0.012 5.5 68 0.01 0 0.01 0.102 0.98 0.111 6.1 11 8.4e-06 0.282 NA 673 0.000165 0.00037 3.6e-07 0.00034 0.0032 0.00049 4e-05 0 0.00038 0.0065 NA 0.00014 0.00028 0.00047 0.00031 0.00017 0.00013 3e-04 NA 20 0.00022 8e-05 0.00032 4e-07 0.00058 1.7e-06 NA NA NA NA NA NA NA
"Wafer" "Baked Products" 0.031 433 73 0.002 0.00046 14 3.4 4.7e-05 0.004 0.053 4.9 69 0 0 0 0.132 4.2 0.21 6.6 4.2 5.7e-06 0.58 NA 10 3e-06 2e-04 9e-08 0.00027 0.0029 0.00038 5e-05 0 0.0011 0.014 NA 0.00013 0.00026 0.00045 0.00028 7e-04 0.00011 0.00031 NA 37 0.00022 1e-04 0.00032 0 0.00071999999999999 2.4e-06 NA NA NA NA NA NA NA
"Fig bars" "Baked Products" 0.064 348 71 0 0.00015 7.3 4.6 3.5e-05 0.0029 0.027 3 66 0 0 0 0.062 2.8 0.207 3.7 1.1 3.3e-06 0.35 NA 33 9e-06 0.00016 9e-08 0.00022 0.0019 0.00035999999999999 8e-05 3e-04 0.00039 0.015 NA 7e-05 0.00013 0.00022 0.00014 0.00034 5e-05 0.00015 NA 46 0.00011 5e-05 0.00016 0 0.00065 5.8e-06 NA NA NA NA NA NA NA
"Gingersnaps" "Baked Products" 0.077 416 77 0 0.00031 9.8 2.2 8.7e-05 0.0064 0.049 5.4 75 0 0 0 0.083 1.4 0.346 5.6 2.5 5.1e-06 0.501 NA 2 0 2e-04 0 0.00029 0.0032 0.00038 1e-04 0 0.00055 0.0088 NA 0.00011 0.00020999999999999 0.00038 2e-04 0.0016 9e-05 0.00026 NA 20 0.00016 8e-05 0.00025 0 0.00096999999999999 2.5e-06 NA NA NA NA NA NA NA
"Graham cracker" "Baked Products" 0.077 430 78 0 0.00017 11 3.4 9.1e-05 0.0038 0.04 2.5 74 0 0 0 0.185 5.4 0.17 6.7 1.6 6.3e-06 0.459 0.06 2 0 0.00027 0 0.00032 0.0044 0.00041999999999999 0.00016 0 0.00095999999999999 0.0059 0.99 NA NA NA NA 0.001 NA NA 47 25 NA NA NA 0 0.0015 1.4e-05 0.6 0 0.02 0 0 4.7 NA
"Ladyfingers" "Baked Products" 0.047 363 60 0.221 1e-04 9.1 1 7.7e-05 0.0036 0.012 3.7 59 0.04 NA 0 0.173 1.4 0.113 11 3 NA 0.147 NA 556 0.000167 0.00028 7.5e-07 0.00043 0.0021 0.0011 0.00011999999999999 0 0.0011 NA NA 0.00025 0.00052 0.00086 0.00068 0.00023999999999999 0.00027 0.00051 NA NA 0.00047 0.00013 0.00058 NA NA NA NA NA NA NA NA NA NA
"Cookie dough" "Baked Products" 0.031 424 59 0.024 0.00011 19 2.5 3.5e-05 0.0021 0.028 11 57 0 0 0 0.104 2.6 0.147 5.4 4.8 9.1e-06 0.294 NA 70 4e-06 0.00023 4e-08 0.00015 0.0019 0.00037 4e-05 0 0.00064 NA NA 0.00013 0.00023 0.00041 0.00026 0.00077 0.00011999999999999 0.00028 NA NA 0.00017999999999999 9e-05 0.00029 NA NA NA NA NA NA NA NA NA NA
"Shortbread" "Baked Products" 0.013 514 64 0 9e-05 26 1.3 8.1e-05 0.003 0.014 6.7 62 0 0 0 0.066 8.3 0.088 5.4 8.1 6.2e-06 0.353 0.71 1 0 0.00035 0 0.00031 0.0033 0.00032 7e-05 0 0.00049 9e-04 0.3 NA NA NA NA 0.00039 NA NA 40 22 NA NA NA 0 0.0024 1.1e-05 0.89 0.01 0.03 0 0.01 7.3 NA
"Puff pastry" "Baked Products" 0.01 558 46 0 0.00011999999999999 39 1.5 5.5e-05 0.0026 0.016 8.8 44 0 0 0 0.06 22 0.062 7.4 5.5 2.5e-05 0.253 NA 1 0 0.00032 0 0.00026 0.0038 0 2e-05 0 0.00054 0.0062 NA 0.00016 0.00028 0.00051 0.00014 5e-04 0.00013 0.00037 NA 0.75 2e-04 9e-05 0.00031 0 0.00055 1.6e-05 NA NA NA NA NA NA NA
"Cheese crackers" "Baked Products" 0.136 489 59 0.003 0.00013 23 2.3 0.000152 0.0049 0.025 5.7 57 0 0 0 0.2 10 0.156 11 5.3 1.4e-05 0.973 0.54 156 1.7e-05 0.00056 3.4e-07 0.00034 0.00609999999999999 0.00047 0.00017 0 0.0012 0.0087 0.37 0.00025 0.00041999999999999 0.00074 0.00041999999999999 0.00056 0.00019 0.00049 53 4.5 3e-04 0.00013 0.00047999999999999 0 0.0022 9.4e-06 0.72 0.01 0 0 0 9.3 NA
"Matzo" "Baked Products" 0.013 395 84 0 6e-05 1.4 3 1.7e-05 0.0032 0.025 0.13 81 0 0 0 0.089 0.6 0.112 10 0.23 3.7e-05 0 NA 0 0 0.00039 0 0.00029 0.0039 0.00044 0.00011999999999999 0 0.00068 0.011 NA 0.00020999999999999 0.00037 0.00069 0.00019 0.00065 0.00017999999999999 0.00049 NA 0.29 0.00027 0.00011999999999999 0.00041999999999999 0 6e-05 3e-07 NA NA NA NA NA NA NA
"Melba toast" "Baked Products" 0.093 390 77 0 0.00029 3.2 6.3 0.000124 0.0037 0.059 0.78 70 0 0 0 0.196 1.3 0.202 12 0.45 3.5e-05 0.598 NA 0 0 0.00041 0 0.00027 0.00409999999999999 0.00069 1e-04 0 0.002 0.02 NA 0.00026 0.00046 0.00083999999999999 0.00028 0.0011 0.00020999999999999 6e-04 NA 0.94 0.00034 0.00014 0.00052 0 0.00043 9e-07 NA NA NA NA NA NA NA
"Cracker" "Baked Products" 0.12 510 61 0 1e-04 26 2.3 9.2e-05 0.004 0.018 6.6 59 0 0 0 0.248 13 0.118 6.6 5.6 6.7e-06 0.726 1.1 0 0 0.00041999999999999 0 0.00046 0.0044 0.00041999999999999 6e-05 0 0.00049 0.0096 0.29 0.00015 0.00025 0.00047 1e-04 0.00049 0.00011 0.00033 50 8.2 0.00019 8e-05 0.00029 0 0.003 6.9e-05 1.5 0.01 0.06 0 0 11 NA
"Cheese sandwich" "Baked Products" 0.204 497 58 0.007 0.00016 25 3.1 6.4e-05 0.0026 0.054 10 55 0 0 0 0.382 9.2 0.306 9.8 4.1 2.4e-05 0.839 NA 71 2.1e-05 0.00035999999999999 1.2e-07 0.00043 0.0032 0.00062 0.00026 0.0015 0.00087 NA NA 0.00022 0.00038 7e-04 0.00034 0.0011 0.00017 0.00047 NA NA 3e-04 0.00013 0.00044 NA NA NA NA NA NA NA NA NA NA
"Croissant" "Baked Products" 0.037 406 46 0.067 8e-05 21 2.6 8.8e-05 0.002 0.016 5.5 43 0 0 0 0.105 1.1 0.118 8.2 12 2.3e-05 0.467 NA 744 0.000206 0.00039 1.6e-07 0.00023999999999999 0.0022 0.00086 6e-05 2e-04 0.00075 0.039 NA 0.00019 0.00037 0.00062 0.00033 0.00033 0.00017999999999999 0.00041999999999999 NA 11 0.00028 1e-04 0.00041 0 0.00083999999999999 1.8e-06 NA NA NA NA NA NA NA
"Crouton" "Baked Products" 0.076 407 74 0 0.00016 6.6 5.1 0.000132 0.00409999999999999 0.031 3.1 68 0 0 0 0.115 1.3 0.124 12 1.5 3.8e-05 0.698 NA 0 0 0.00062 0 0.00027 0.0054 0.00043 3e-05 0 0.00089 NA NA 0.00026 0.00046 0.00083 0.00028 5e-04 0.00020999999999999 0.00058999999999999 NA NA 0.00034 0.00014 0.00051 NA NA NA NA NA NA NA NA NA NA
"Danish pastry" "Baked Products" 0.035 374 37 0.023 9e-05 22 1 6e-05 0.0018 0.015 11 36 0 0 0 0.108 2.6 0.098 8 6.8 1.9e-05 0.417 NA 128 3.5e-05 0.00019 2e-07 0.00026 0.002 3e-04 4e-05 1e-04 7e-04 0.02 NA 0.00020999999999999 0.00037 0.00064 0.00043 0.00035 0.00017 4e-04 NA 7 0.00029 9e-05 0.00041 0 0.00035 6.9e-06 NA NA NA NA NA NA NA
"Doughnuts" "Baked Products" 0.04 434 47 0.01 9e-05 25 1.7 9.2e-05 0.0025 0.017 8.5 45 0 0 0 0.26 3.9 0.134 5.3 11 1e-05 0.477 NA 14 4e-06 0.00039 6e-08 3e-04 0.0029 0.00038 5e-05 0 5e-04 0.037 0 NA NA NA NA 0.00033 NA NA 26 18 NA NA NA 0 0.002 9.8e-06 0.24 0.01 0.02 0 0 3.6 NA
"English muffins" "Baked Products" 0.163 227 44 0 0.00014 1.7 3.5 9.4e-05 0.004 0.024 0.38 41 0 0 0 0.092 0.5 0.109 8.9 0.73 2.2e-05 0.425 0 0 0 0.00047999999999999 4e-08 0.00025 0.00409999999999999 0.00035999999999999 5e-05 0.0018 0.0011 0.016 0.69 2e-04 4e-04 0.00065 0.00045 0.00051 0.153 0.00041999999999999 37 3.5 0.00033 0.00011 0.00045 0 0.00031 1.2e-06 0.05 0 0 NA NA NA NA
"French toast" "Baked Products" 0.1 229 25 0.116 6e-05 11 NA 4.3e-05 0.0017 0.017 4.5 25 0.01 0 0 0.117 2.6 0.134 7.7 2.7 2e-05 0.479 NA 503 0.000124 2e-04 3.1e-07 0.00032 0.0016 0.00055 7e-05 3e-04 0.00067 NA NA 0.00017999999999999 0.00038 0.00062 0.00041 0.00019 0.00019 0.00039 NA NA 0.00031 9e-05 0.00041999999999999 NA NA NA NA NA NA NA NA NA NA
"Hush puppies" "Baked Products" 0.278 337 46 0.045 7e-05 14 2.8 8.9e-05 0.003 0.024 3.3 43 0 0 0 0.189 7.2 0.144 7.7 2.1 1.6e-05 0.668 NA 186 4.1e-05 0.00035 1.9e-07 0.00033 0.0028 0.00035999999999999 1e-04 2e-04 0.00066 0.033 NA 2e-04 0.00032 0.00070999999999999 0.00031 0.00022 0.00017 0.00038 NA 2 0.00028 8e-05 0.00039 0 0.0013 2.4e-05 NA NA NA NA NA NA NA
"Muffin" "Baked Products" 0.044 375 53 0.03 6e-05 16 1.1 4.8e-05 0.0013 0.01 4.8 52 0.01 0 0 0.146 8.1 0.121 4.5 2.8 8.2e-06 0.336 0.2 73 2.1e-05 0.00017 1.6e-07 0.00016 0.0014 0.00047 4e-05 9e-04 0.00037 0.093 1.2 0.00013 0.00022 0.00041999999999999 2e-04 0.00045 0.00011999999999999 0.00028 16 31 0.00017999999999999 7e-05 0.00026 1e-07 0.0016 3.9e-05 1 0.01 0.05 0 0 6.9 NA
"Pancake" "Baked Products" 0.219 227 28 0.059 5e-05 9.7 NA 3.8e-05 0.0018 0.016 2.5 28 0.01 0 0 0.159 4.4 0.132 6.4 2.1 1.5e-05 0.439 NA 196 5.4e-05 2e-04 2.2e-07 0.00028 0.0016 0.00041 5e-05 3e-04 0.00056 NA NA 0.00015 3e-04 0.00051 0.00032 2e-04 0.00015 0.00032 NA NA 0.00023999999999999 8e-05 0.00034 NA NA NA NA NA NA NA NA NA NA
"Blueberry pie" "Baked Products" 0.007 245 34 0 7e-05 12 NA 2.3e-05 0.0012 0.008 5.1 34 0 0 0 0.03 3.1 0.05 2.7 2.9 7.4e-06 0.185 NA 42 2e-06 0.153 0 0.00013 0.0012 0.00011999999999999 3e-05 7e-04 2e-04 NA NA 6e-05 9e-05 0.00017999999999999 6e-05 3e-04 5e-05 0.00013 NA NA 7e-05 3e-05 0.00011 NA NA NA NA NA NA NA NA NA NA
"Cherry pie" "Baked Products" 0.01 270 39 0 8e-05 12 NA 2.7e-05 0.0019 0.009 5.3 39 0 0 0 0.03 3.2 0.077 2.8 3 7.8e-06 0.191 NA 409 2.9e-05 0.00015 0 0.00013 0.0013 0.00011999999999999 3e-05 0.001 2e-04 NA NA 6e-05 9e-05 0.00017 7e-05 2e-04 4e-05 0.00011999999999999 NA NA 7e-05 3e-05 1e-04 NA NA NA NA NA NA NA NA NA NA
"Cream pie" "Baked Products" 0.066 353 38 0.012 0.00011999999999999 22 0.8 1.9e-05 0.0015 0.019 7.3 38 0 0 0 0.079 1.1 0.161 4.2 12 6e-06 0.266 2.5 166 4.6e-05 9e-05 1.2e-07 0.00014 0.00061 0.00023 2e-05 0 0.00044 0.018 NA NA NA NA NA 0.00016 NA NA NA 27 NA NA NA 1e-07 0.0011 9.5e-06 NA 0 NA NA NA NA NA
"Lemon meringue pie" "Baked Products" 0.012 285 39 0.053 4e-05 13 NA 2.5e-05 0.001 0.006 5.6 39 0.01 0 0 0.042 3.3 0.065 3.8 3.2 1.2e-05 0.242 NA 160 4.3e-05 0.00011999999999999 1.2e-07 0.00016 0.00094 0.00020999999999999 3e-05 0.0033 0.00028 NA NA 9e-05 0.00017 0.00029 0.00017999999999999 0.00013 9e-05 0.00019 NA NA 0.00014 5e-05 0.00019 NA NA NA NA NA NA NA NA NA NA
"Pecan pie" "Baked Products" 0.032 412 52 0.087 0.00020999999999999 22 NA 2.6e-05 0.0015 0.026 11 52 0.01 0 0 0.094 5.7 0.133 4.9 4 1.2e-05 0.262 NA 357 8.2e-05 0.00019 1.7e-07 0.00017999999999999 0.00085 0.00047999999999999 6e-05 2e-04 0.001 NA NA 0.00011999999999999 0.00022 0.00037 0.00025 0.00070999999999999 0.00013 0.00025 NA NA 0.00019 7e-05 0.00026 NA NA NA NA NA NA NA NA NA NA
"Pumpkin pie" "Baked Products" 0.064 243 35 0.026 0.00015 9.8 1.8 2.6e-05 9e-04 0.014 4.6 33 0 0 0 0.081 1.8 0.167 3.9 2 5.4e-06 0.239 NA 3434 0.000448 0.00017999999999999 3.5e-07 0.00011999999999999 0.0011 0.00045 6e-05 0 0.00039 0.038 2.9 9e-05 0.00016 3e-04 0.00019 0.00023 0.00025 0.00017999999999999 11 19 0.00015 5e-05 0.00020999999999999 1e-07 0.00076 1.3e-05 NA 0 NA NA NA NA NA
"Pie crust" "Baked Products" 0.061 518 52 0 8e-05 31 NA 0.000104 0.0022 0.015 18 52 0 0 0 0.086 4 0.064 6.9 8 2.3e-05 0.753 NA 0 0 0.00039 0 0.00020999999999999 0.0027 0.00027 6e-05 0 4e-04 NA NA 0.00015 0.00026 0.00047999999999999 0.00013 0.00032 0.00011999999999999 0.00034 NA NA 0.00017999999999999 8e-05 0.00029 NA NA NA NA NA NA NA NA NA NA
"Pastry" "Baked Products" 0.01 551 45 0 0.00011 38 1.5 7.8e-05 0.0026 0.016 22 44 0 0 0 0.06 4.9 0.061 7.3 9.6 2.4e-05 0.249 NA 1 0 4e-04 0 0.00028 0.0042 0 2e-05 0 0.00053 0.0064 NA 0.00016 0.00027 0.00051 0.00014 0.00049 0.00013 0.00035999999999999 NA 0.74 2e-04 9e-05 0.00031 NA 0.00054 1.6e-05 NA NA NA NA NA NA NA
"Filo" "Baked Products" 0.011 299 53 0 1e-04 6 1.9 8.8e-05 0.0032 0.015 3.1 51 0 0 0 0.075 0.92 0.074 7.1 1.5 2.3e-05 0.483 NA 0 0 0.00054 0 0.00034 0.00409999999999999 3e-04 3e-05 0 0.00049 0.0069 NA 0.00016 0.00025 0.00049 0.00016 0.00047999999999999 0.00013 0.00035999999999999 NA 0.18 0.00019 9e-05 0.00029 0 8e-05 2.5e-06 NA NA NA NA NA NA NA
"Popovers" "Baked Products" 0.032 371 71 0 0.00017 4.3 NA 0.000145 0.003 0.025 2 71 NA NA NA 0.1 0.82 0.1 10 0.98 3.8e-05 0.906 NA 0 0 0.00043 8e-08 0.00015 0.0034 0.00047999999999999 4e-05 1e-04 0.00088 NA NA 0.00023 0.00041 0.00075 0.00025 0.00074 0.00019 0.00052 NA NA 0.00029 0.00011999999999999 0.00046 NA NA NA NA NA NA NA NA NA NA
"Dinner rolls" "Baked Products" 0.178 310 52 0.004 0.00014 6.5 2 0.000101 0.0037 0.026 1.9 50 0 0 0 0.122 2.5 0.139 11 1.4 2.7e-05 0.467 0 5 1e-06 0.00053 1.3e-07 0.00037 0.0054 0.00045 1e-04 2e-04 0.00099 0.015 NA 0.00022 0.00034 0.00073 0.00023 0.00058 0.00015 0.00051 NA 5.6 0.00029 8e-05 4e-04 0 0.00028 1.1e-05 0.22 0 0 NA NA NA NA
"French rolls" "Baked Products" 0.091 277 50 0 0.00014 4.3 3.2 0.000113 0.0027 0.02 2 47 0 0 0 0.084 0.83 0.114 8.6 0.96 2.8e-05 0.574 NA 0 0 0.00052 0 3e-04 0.0044 0.00045 4e-05 0 9e-04 0.015 NA 0.00019 0.00034 0.00061 0.00023 0.00056 0.153 0.00041999999999999 NA 0.31 0.00026 1e-04 0.00038 0 3e-04 1.8e-06 NA NA NA NA NA NA NA
"Apple strudel" "Baked Products" 0.015 274 41 0.006 3e-05 11 2.2 2.8e-05 0.00041999999999999 0.009 3.3 39 0 0 0 0.033 5.3 0.149 3.3 2 6.1e-06 0.135 NA 30 6e-06 4e-05 2.2e-07 3e-05 0.00033 0.00027 5e-05 0.0017 0.00019 0.017 NA 8e-05 0.00015 0.00026 0.153 0.00019 7e-05 0.00015 NA 26 0.00011999999999999 4e-05 0.00016 0 0.0014 2.9e-06 NA NA NA NA NA NA NA
"Sweet roll" "Baked Products" 0.072 372 51 0.066 9e-05 16 2.4 7.2e-05 0.0016 0.017 4.8 49 0 0 0 0.076 7.5 0.111 6.2 3.1 1.7e-05 0.304 NA 214 6.2e-05 0.00032 1.4e-07 0.00027 0.0024 0.00041 0.00011 0.002 0.00058999999999999 0.041 NA 0.00015 0.00026 0.00046 0.00023999999999999 3e-04 0.00011999999999999 3e-04 NA 32 0.00020999999999999 7e-05 0.00029 0 0.002 4.4e-06 NA NA NA NA NA NA NA
"Taco shells" "Baked Products" 0.1 476 63 0 0.00011 22 6.7 6.9e-05 0.0016 0.083 6.9 57 0 0 0 0.233 5.5 0.231 6.4 7.1 4.8e-06 0.324 0.17 17 1e-06 0.00022 0 8e-05 0.0019 NA 2e-04 0 0.0016 0.03 0.1 0.00017 0.00022 0.00083999999999999 2e-04 0.00056 0.00017999999999999 0.00029 55 1.5 0.00023 4e-05 0.00029 0 0.00069 8.6e-06 0.27 0.01 0.01 0 0 5.1 NA
"Waffle" "Baked Products" 0.255 291 33 0.069 6e-05 14 NA 4.6e-05 0.0023 0.019 3.5 33 0.01 0 0 0.19 6.8 0.159 7.9 2.9 4.6e-05 0.511 NA 228 6.5e-05 0.00026 2.5e-07 0.00035 0.0021 0.00049 6e-05 4e-04 0.00068 NA NA 0.00019 0.00035999999999999 0.00063 0.00038 0.00027 0.00017999999999999 4e-04 NA NA 0.00029 1e-04 0.00041 NA NA NA NA NA NA NA NA NA NA
"Wonton wrappers" "Baked Products" 0.047 291 58 0.009 0.00015 1.5 1.8 8.6e-05 0.0034 0.02 0.2 56 0 0 0 0.081 0.61 0.082 9.8 0.26 2.8e-05 0.572 NA 14 4e-06 0.00052 2e-08 0.00038 0.0054 3e-05 3e-05 0 0.00070999999999999 NA NA 0.00020999999999999 0.00037 0.00068 2e-04 0.00064 0.00017999999999999 0.00049 NA NA 0.00027 0.00011 0.00041999999999999 NA NA NA NA NA NA NA NA NA NA
"Baking powder" "Baked Products" 5.876 53 28 0 1e-05 0 0.2 0 0.011 0.027 0 28 0 0 0 2.191 0 0.02 0 0 2e-07 10.6 NA 0 0 0 0 0 0 0 0 0 1e-05 0 NA NA NA NA NA 1e-05 NA NA NA 0 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Cream of tartar" "Baked Products" 0.008 258 62 0 2e-04 0 0.2 0 0.0037 0.002 0 61 0 0 0 0.005 0 16.5 0 0 2e-07 0.052 NA 0 0 0 0 0 0 0 0 0 0.00041999999999999 0 NA NA NA NA NA 0.00020999999999999 NA NA NA 0 NA NA NA 0 0 0 NA NA NA NA NA NA NA
